Bedrooms,Bathrooms,Price,Year_built,Address,City,State
3,1,140000,1960,249 BONNALYNN  DR, HERMITAGE, TN
3,2,189900,1963,8405 TERRY  PL, HERMITAGE, TN
3,2,245900,1977,4340 BATON ROUGE  DR, HERMITAGE, TN
3,3,250000,1987,4213 SADDLEBROOKE  PL, HERMITAGE, TN
2,2,149500,1982,1008 JACKSONS VALLEY  RD, HERMITAGE, TN
3,2,187000,1983,1132 JACKSONS VIEW  RD, HERMITAGE, TN
3,2,148942,1984,1273 JACKSONS HILL  RD, HERMITAGE, TN
3,2,181000,1983,1452 AUTUMN  KNL, HERMITAGE, TN
2,1.5,120000,1987,107 SCHOONER  CT, HERMITAGE, TN
3,2,310000,1959,4179 CENTRAL  PIKE, HERMITAGE, TN
4,2.5,299900,2001,6121 ALLEN  CT, HERMITAGE, TN
3,2,315000,1997,5110 JOHN HAGAR  RD, HERMITAGE, TN
3,3,131000,1995,5173 HUNTERS POINT  LN, HERMITAGE, TN
2,1,44000,1948,240  WILEY ST, MADISON, TN
3,1,102900,1945,408  BIXLER AVE, MADISON, TN
3,2,97500,1952,145  EAGAN CIR, MADISON, TN
3,2,70000,1978,253  WARRIOR RD, MADISON, TN
4,2,74000,1963,120  RIO VISTA DR, MADISON, TN
4,2,159900,1962,846  FLORENCE CIR, MADISON, TN
2,1,66120,1954,1001  JASPERSON DR, MADISON, TN
4,2,85000,1984,1504  MEADOW BEND DR, MADISON, TN
4,2,89900,1984,1501  MEADOW BEND DR, MADISON, TN
3,2,108500,1993,1535  MOHAWK TRL, MADISON, TN
2,1.5,70000,1956,118  SHEPHERD HILLS DR, MADISON, TN
2,1,35000,1950,337  HARRIS ST, MADISON, TN
3,2,123500,2012,571  NEELYS BEND RD, MADISON, TN
2,1,68000,1950,328  MADISON BLVD, MADISON, TN
4,3,155000,1985,828  NEELYS BEND RD, MADISON, TN
2,1,222000,1939,1253  FERNBANK DR, MADISON, TN
2,1,149500,1930,605  NAWAKWA TRL, MADISON, TN
3,2,64000,1988,1512  MOHAWK TRL, MADISON, TN
3,2,58000,1988,1518  MOHAWK TRL, MADISON, TN
2,1,66000,1956,923  WESTCHESTER DR, MADISON, TN
3,2,105900,1976,1245  N GRAYCROFT AVE, MADISON, TN
5,1,110000,1935,1156  PIERCE RD, MADISON, TN
3,1.5,85000,1950,422  ANDERSON LN, MADISON, TN
5,2,86900,1970,245  BECKLEA DR, MADISON, TN
3,3,129000,2007,118 A  LARKIN SPRINGS RD, MADISON, TN
2,1,79500,1953,121  RIO VISTA DR, MADISON, TN
2,1,90000,1958,729  HOWSE AVE, MADISON, TN
5,2.5,33500,1935,421  DUE WEST AVE, MADISON, TN
4,3,160000,1982,188  CONNARE DR, MADISON, TN
4,3,160000,1982,192  CONNARE DR, MADISON, TN
3,3,225000,1972,351  CUMBERLAND HILLS DR, MADISON, TN
3,2,131900,1957,5  SHEPHERD HILLS DR, MADISON, TN
3,1,60000,1964,221  EDGEMEADE DR, MADISON, TN
3,2,229900,1960,104  GRAYCROFT CT, MADISON, TN
2,1.5,60000,1984,330  NESBITT LN, MADISON, TN
4,1.5,205000,1955,224  W MARTHONA RD, MADISON, TN
3,1,84900,1973,552  SINGER DR, MADISON, TN
2,1,95000,1956,502  CHADWELL DR, MADISON, TN
3,1,110000,1955,604  CHADWELL DR, MADISON, TN
3,2,83300,1952,421  CHADWELL DR, MADISON, TN
2,1,15000,1948,324  HARRIS ST, MADISON, TN
4,2,6000,2014,804  IDLEWILD DR, MADISON, TN
2,1,114000,1950,339  HILLCREST DR, MADISON, TN
3,2,131900,1998,1509  BEAUNA CT, MADISON, TN
3,3.5,216000,1973,2309  E HILL DR, MADISON, TN
3,2,210000,1960,700  N GRAYCROFT AVE, MADISON, TN
3,1.5,136000,1960,616  RONNIE RD, MADISON, TN
3,2.5,165900,1993,204  W MARTHONA RD, MADISON, TN
2,2,115000,1955,206  DONNA DR, MADISON, TN
4,2,65000,1979,309  ROOSEVELT AVE, MADISON, TN
4,2,65200,1983,810  ANDERSON LN, MADISON, TN
3,1,74000,1987,309  KATE ST, MADISON, TN
3,2,140900,2007,126 A  LARKIN SPRINGS RD, MADISON, TN
3,1,130000,1955,908  FREYWOOD DR, MADISON, TN
4,1,97900,1940,239  NEELYS BEND RD, MADISON, TN
2,1,79370,1957,726  IDLEWILD DR, MADISON, TN
4,2.5,222500,1954,740  FLORENCE CIR, MADISON, TN
3,1.5,225000,1964,920  BERWICK TRL, MADISON, TN
3,2,169900,1953,801  COGGIN PASS, MADISON, TN
2,1,79900,1990,1518  OCOEE TRL, MADISON, TN
3,1,130000,1958,107  PORT DR, MADISON, TN
5,3,160000,1962,126  PORT DR, MADISON, TN
3,1.5,100000,1958,128  RHINE DR, MADISON, TN
3,1,80000,1963,821  HAMBLEN DR, MADISON, TN
3,2,130000,1958,902  SUNVALLEY DR, MADISON, TN
4,2,87000,1981,121  SLAYTON CT, MADISON, TN
3,3,199500,1964,2104  PAULA DR, MADISON, TN
3,2.5,180900,1963,2109  PAULA DR, MADISON, TN
4,2,140000,1965,2136  E HILL DR, MADISON, TN
3,2,190000,1969,422  NORTHSIDE DR, MADISON, TN
3,1,85000,1953,102  ALTA LOMA RD, MADISON, TN
3,1,36850,1978,1213  FLORENCE AVE, MADISON, TN
2,2,72000,1984,518  MACFIE CT, MADISON, TN
3,1.5,175000,1960,802  N GRAYCROFT AVE, MADISON, TN
3,2,89995,1989,1517  HERITAGE VIEW BLVD, MADISON, TN
3,1,199999,1963,314  WILLIAMS AVE, MADISON, TN
2,1,65500,1930,400  DELAWARE AVE, MADISON, TN
4,1,50000,1935,210  FOREST PARK RD, MADISON, TN
2,1,95000,1955,109  RANDY RD, MADISON, TN
2,1,75100,1935,211  DUE WEST AVE, MADISON, TN
3,2,229000,1963,513 A  FREDA VILLA, MADISON, TN
3,1,76500,1946,320  HARRINGTON AVE, MADISON, TN
3,2,140000,1941,509  IDLEWILD AVE, MADISON, TN
6,4,18000,1955,253  ROBINWOOD AVE, MADISON, TN
4,1.5,120000,1977,241  MANZANO RD, MADISON, TN
3,2,238000,1940,1251  FERNBANK DR, MADISON, TN
4,2,35000,1979,608  PEELER TRL, MADISON, TN
4,2,95000,2000,1308  APACHE LN, MADISON, TN
3,1,144500,1948,520  NAWAKWA TRL, MADISON, TN
4,5,475000,1997,1731  HUDSON RD, MADISON, TN
4,3,300000,1986,1427  NEELYS BEND RD, MADISON, TN
2,1,80000,1956,908  WESTCHESTER DR, MADISON, TN
3,1,70000,1953,100  RHINE DR, MADISON, TN
3,1.5,119900,1967,222  FOXBORO DR, MADISON, TN
3,2,161500,1966,219  FOXBORO DR, MADISON, TN
3,2,118200,1988,922  SUNVALLEY DR, MADISON, TN
3,2.5,54000,1974,1221  N GRAYCROFT AVE, MADISON, TN
2,1.5,96600,1983,1237  N GRAYCROFT AVE, MADISON, TN
2,1.5,96600,1983,1239  N GRAYCROFT AVE, MADISON, TN
4,2,169500,1972,359  CUMBERLAND HILLS DR, MADISON, TN
3,2,120000,1958,916  WOODS LAKE DR, MADISON, TN
3,2,105000,1988,401  AMQUIWOOD CT, MADISON, TN
3,2,210000,1953,206  BEVERLY DR, MADISON, TN
3,2.5,189000,1982,104  DONNA DR, MADISON, TN
1,1,123500,1955,938  SNOW AVE, MADISON, TN
3,2,98000,1994,220  ROOSEVELT AVE, MADISON, TN
3,2,65000,2002,1014  NEW PROVIDENCE PASS, MADISON, TN
3,1,65220,1976,1013  MALLOW DR, MADISON, TN
3,2,172000,1952,421  CHADWELL DR, MADISON, TN
3,1,108000,1956,814  GALLAVISTA AVE, MADISON, TN
4,2,82900,1982,1184  SIOUX TER, MADISON, TN
3,1.5,102500,1960,429  DUE WEST AVE, MADISON, TN
2,1.5,70000,1930,401  GRAPEVINE AVE, MADISON, TN
3,2,135000,1956,221  PEELER TRL, MADISON, TN
3,2,149500,1987,205  CHESTERTON CT, MADISON, TN
3,2,172000,1962,711  TUCKAHOE DR, MADISON, TN
2,2,215000,1981,219  CUMBERLAND HILLS DR, MADISON, TN
3,1.5,129900,1962,102  SHEPHERD HILLS DR, MADISON, TN
3,1.5,57500,1958,606  N GRAYCROFT AVE, MADISON, TN
4,2.5,180000,1959,404  TUCKAHOE DR, MADISON, TN
4,2,222000,1935,401  OLD HICKORY BLVD, MADISON, TN
2,1,47871,1950,835  BROOKS AVE, MADISON, TN
3,1,78900,1956,344  THELMA ST, MADISON, TN
3,1,65500,1964,509  CUMBERLAND AVE, MADISON, TN
3,2,67646,1989,329  CHERRY ST, MADISON, TN
3,2,155000,1964,317  WESTCHESTER DR, MADISON, TN
3,1,99500,1960,903  BEAUMONT DR, MADISON, TN
4,2,93000,1963,206  NEELYS BEND RD, MADISON, TN
3,1.5,70000,1956,807  FAIROAKS DR, MADISON, TN
2,1,85000,1950,405  BEECH AVE, MADISON, TN
3,1.5,109900,1935,770  OAKDELL AVE, MADISON, TN
3,2,84900,2001,420  K C CT, MADISON, TN
4,2,88000,1984,1508  MEADOW BEND DR, MADISON, TN
3,2,115000,1989,808  TAMARACK  S, MADISON, TN
3,2,105000,1989,617  BRENTMEADOW CIR, MADISON, TN
3,3,160000,1992,509  MAE TER, MADISON, TN
2,1,94000,1956,1023  WESTCHESTER DR, MADISON, TN
4,2,145000,1960,304  KEMPER DR S, MADISON, TN
3,1.5,64900,1983,1386  FLORENCE AVE, MADISON, TN
3,1,88000,1950,506  CHARLES DR, MADISON, TN
2,1,155000,1956,108  BEVERLY DR, MADISON, TN
3,1,95000,1971,254  BECKLEA DR, MADISON, TN
2,1,40000,1940,229  CHERRY ST, MADISON, TN
3,1.5,140000,1955,1203  ACRE TRL, MADISON, TN
3,1,80000,1950,204  DUE WEST AVE, MADISON, TN
3,2,90000,1999,201 A  DUE WEST AVE, MADISON, TN
5,3,82500,1960,635  NEELYS BEND RD, MADISON, TN
2,1,30000,1948,603  NEELYS BEND RD, MADISON, TN
4,2,135000,1944,896  IDLEWILD DR, MADISON, TN
4,2,187000,1951,716  FLORENCE CIR, MADISON, TN
2,1,40000,1940,1104  PETER PAN ST, MADISON, TN
5,3,94500,1997,226  OLD AMQUI RD, MADISON, TN
4,2,245000,1955,601  N GRAYCROFT AVE, MADISON, TN
4,4,78375,1976,503  ANDERSON LN, MADISON, TN
3,2.5,15000,2015,413  ROOSEVELT AVE, MADISON, TN
3,1.5,100000,1967,508  FEDDERS DR, MADISON, TN
3,1,87900,1950,313  ARCHWOOD DR, MADISON, TN
3,1,115000,1968,330  MYATT DR, MADISON, TN
3,1,80000,1940,106  MCARTHUR DR, MADISON, TN
3,1,70000,1981,918  N DUPONT AVE, MADISON, TN
3,2,115000,2007,104  LARKIN SPRINGS RD, MADISON, TN
3,2,134900,2013,101  LARKIN SPRINGS RD, MADISON, TN
2,1,52500,1958,260  EMMITT AVE, MADISON, TN
2,2,78000,1950,311  DUE WEST AVE, MADISON, TN
2,1,112900,1950,321  HILLCREST DR, MADISON, TN
2,1,106000,1958,229  RANDY RD, MADISON, TN
2,1,85000,1945,402  EMMITT AVE, MADISON, TN
4,1,121000,1950,704  FLORENCE CIR, MADISON, TN
3,1.5,230000,1945,103  SANITARIUM RD, MADISON, TN
3,2,119900,1987,1536  MEADOW BEND DR, MADISON, TN
3,3,150000,1959,212  PEELER TRL, MADISON, TN
2,1,125000,1952,706  NIX PASS, MADISON, TN
2,2,112900,1989,606  BRENTMEADOW CIR, MADISON, TN
3,2,151500,1963,213  RHINE DR, MADISON, TN
3,2.5,130000,1974,1221  N GRAYCROFT AVE, MADISON, TN
3,1,30000,1959,1420  FLORENCE AVE, MADISON, TN
4,3,238000,1960,507  N GRAYCROFT AVE, MADISON, TN
2,2,80000,1983,541  OLD HICKORY BLVD, MADISON, TN
3,2,115000,1964,612  FARVIEW DR, MADISON, TN
2,1,45500,1955,411  CUMBERLAND AVE, MADISON, TN
2,2,115000,1950,328  CUMBERLAND AVE, MADISON, TN
2,1,52500,1935,417  ELM ST, MADISON, TN
2,1,16500,1940,204  CHERRY ST, MADISON, TN
1,1,20500,1935,206  ELM ST, MADISON, TN
2,1,53000,1945,537  E MAPLE ST, MADISON, TN
3,1,46000,1936,246  EMMITT AVE, MADISON, TN
3,1,26691,1948,249  MADISON BLVD, MADISON, TN
2,1,22000,1948,425  EMMITT AVE, MADISON, TN
3,1,110000,1935,425  E PALESTINE AVE, MADISON, TN
2,2,127500,1957,411  SCHOOL PASS, MADISON, TN
2,1,110000,1956,208  MANN RD, MADISON, TN
3,2,129500,1971,1306  SIOUX TER, MADISON, TN
3,3.5,250000,1987,514  MENEES LN, MADISON, TN
3,2,310000,2011,1424  NEELYS BEND RD, MADISON, TN
3,3,105000,1973,1040  WESTCHESTER DR, MADISON, TN
3,2,143000,1958,125  PORT DR, MADISON, TN
4,1.5,177900,1958,123  RHINE DR, MADISON, TN
3,1.5,169900,1958,611  HAMBLEN DR, MADISON, TN
2,2,88000,1984,231  MACFIE DR, MADISON, TN
4,3,271900,1960,108  MORNINGVIEW CT, MADISON, TN
3,2,116500,1974,639  HERITAGE DR, MADISON, TN
3,2,159900,1960,125  S GRAYCROFT AVE, MADISON, TN
3,2,169900,1948,213  W MARTHONA RD, MADISON, TN
2,1.5,159900,1953,220  LINDA LN, MADISON, TN
2,2,145000,1955,206  DONNA DR, MADISON, TN
2,1,35000,1950,1005  PIERCE RD, MADISON, TN
3,1,59901,1925,1116  SNOW AVE, MADISON, TN
2,1,41500,1938,644  DELAWARE AVE, MADISON, TN
3,1,49000,1972,202  BECKLEA DR, MADISON, TN
3,1,32000,1963,316  MYATT DR, MADISON, TN
3,1,103000,1972,193  BECKLEA DR, MADISON, TN
3,2,141000,1979,127  MCARTHUR DR, MADISON, TN
2,1,66000,1935,518  E MAPLE ST, MADISON, TN
3,3,61000,1976,1036  MALLOW DR, MADISON, TN
4,2,195000,1953,906  CHADWELL DR, MADISON, TN
2,1,129000,1955,907  FREYWOOD DR, MADISON, TN
3,2,215000,1955,705  FREDA VILLA, MADISON, TN
3,1,67200,1940,704  OAKDELL AVE, MADISON, TN
2,1,71426,1960,723  CHERYL AVE, MADISON, TN
2,1,49900,1940,781  HOSPITAL DR, MADISON, TN
3,2,9794,2014,1104  CHEYENNE BLVD, MADISON, TN
3,1.5,109000,1971,549  PUEBLO DR, MADISON, TN
5,2.5,47346,1935,421  DUE WEST AVE, MADISON, TN
3,2,85000,2006,1405  MOHAWK TRL, MADISON, TN
3,2,163000,1966,425  KEMPER DR N, MADISON, TN
2,2,116000,1965,301  AURORA AVE, MADISON, TN
3,2.5,99611,1955,601  OLD HICKORY BLVD, MADISON, TN
2,2,141500,1955,219  BEVERLY DR, MADISON, TN
3,1,95000,1946,637  DELAWARE AVE, MADISON, TN
4,1,84500,1950,405  DELAWARE AVE, MADISON, TN
3,1,118900,1955,907  BEAUMONT DR, MADISON, TN
2,1,40900,1945,113  DUE WEST AVE, MADISON, TN
2,1.5,28000,1940,111  DUE WEST AVE, MADISON, TN
2,1,110000,1954,720  CENTER ST, MADISON, TN
3,1,30000,1963,1036  DUE WEST AVE N, MADISON, TN
3,1,80000,1880,1024  HIGHLAND CIR, MADISON, TN
4,2,86500,1981,1201  SYLVIA DR, MADISON, TN
3,1,62500,1948,216  CUMBERLAND AVE, MADISON, TN
3,2.5,119000,1941,123  MYATT DR, MADISON, TN
2,1,129900,1958,206  FARRIS AVE, MADISON, TN
3,1,142000,1950,408  BARBARA DR, MADISON, TN
3,1.5,15000,1957,819  GIBSON DR, MADISON, TN
2,1,50000,1940,336  HARRINGTON AVE, MADISON, TN
3,2,138000,1958,737  HOWSE AVE, MADISON, TN
3,2,133100,1953,709  RIVER PASS, MADISON, TN
2,1,102500,1952,705  NIX PASS, MADISON, TN
4,2,52000,1979,732  ALLEN PASS, MADISON, TN
3,2,94500,1987,632  BRENTMEADOW CIR, MADISON, TN
4,3,149900,1991,420  SORENSEN WAY, MADISON, TN
3,1,89900,1988,209  NAWAKWA TRL, MADISON, TN
3,1.5,181400,1960,200  RHINE DR, MADISON, TN
4,2,100000,1956,109  RHINE DR, MADISON, TN
3,1,70000,1940,1001  DUE WEST AVE N, MADISON, TN
3,2,72100,1950,905 A  DUE WEST AVE N, MADISON, TN
3,2,125000,1960,2403  MANSKER DR, MADISON, TN
3,2,130000,1959,303  SHEPHERD HILLS DR, MADISON, TN
3,2,111708,1960,215  TWIN HILLS DR, MADISON, TN
3,2,130000,1959,920  N GRAYCROFT AVE, MADISON, TN
3,2,134900,1989,416  AMQUIWOOD CT, MADISON, TN
3,1.5,63075,1984,338  NESBITT LN, MADISON, TN
2,2,170000,1957,405  TUCKAHOE DR, MADISON, TN
4,2,100000,1984,1311  PIERCE RD, MADISON, TN
4,2,83000,1984,1313  PIERCE RD, MADISON, TN
4,2,51800,1984,1315  PIERCE RD, MADISON, TN
4,2,89000,1984,1309  PIERCE RD, MADISON, TN
3,2,116000,1971,305  SINGER DR, MADISON, TN
4,2,139900,1965,509  FEDDERS DR, MADISON, TN
3,2,85000,1954,309  ARCHWOOD DR, MADISON, TN
3,1,85000,1937,242  DUPONT AVE, MADISON, TN
3,1,40000,1955,205  NIX DR, MADISON, TN
3,2,109000,1995,122  VANDIVER DR, MADISON, TN
3,1.5,130950,1935,431  MAPLE ST, MADISON, TN
2,1,87000,1950,324  HICKORY ST, MADISON, TN
2,2,55000,1935,240  ELM ST, MADISON, TN
2,1,105500,1955,608  CHADWELL DR, MADISON, TN
4,2,170900,1955,503  BARBARA DR, MADISON, TN
3,1,75000,1950,231  HARRINGTON AVE, MADISON, TN
2,1,60000,1950,225  HARRINGTON AVE, MADISON, TN
2,1,87500,1940,328  HARRINGTON AVE, MADISON, TN
2,1,69900,1949,739  OAKDELL AVE, MADISON, TN
2,1,50000,1955,628  CARMEL AVE, MADISON, TN
2,2.5,71000,1984,235  MACFIE DR, MADISON, TN
4,2,184900,1974,2016  PAULA DR, MADISON, TN
3,2,145000,1986,115  OAK PARK LN, MADISON, TN
3,1.5,130500,1964,1604  MONTICELLO AVE, MADISON, TN
4,2,156700,1984,908  N SUMMERFIELD DR, MADISON, TN
3,2,110000,1993,905  HERITAGE VIEW CT, MADISON, TN
3,1,113000,1968,749  MAY DR, MADISON, TN
4,2,130000,1962,309  LOVELL ST, MADISON, TN
4,2,130000,1962,307  LOVELL ST, MADISON, TN
2,2,55000,1946,328  CHERRY ST, MADISON, TN
3,1,99000,1951,912  VANTREASE RD, MADISON, TN
2,1.5,127000,1956,805  BARBARA DR, MADISON, TN
4,1,103500,1940,202  NEELYS BEND RD, MADISON, TN
4,4,250000,1981,340  E WEBSTER ST, MADISON, TN
4,2,65000,1982,705  NEELYS BEND RD, MADISON, TN
2,1,45000,1940,833  GALLAVISTA AVE, MADISON, TN
3,1.5,128000,1971,1213  SHAWNEE RD, MADISON, TN
2,2,71999,1984,1523  MEADOW BEND DR, MADISON, TN
3,2,132000,1970,1321  CHEYENNE BLVD, MADISON, TN
2,2,220000,1948,1345  PAWNEE TRL, MADISON, TN
2,1,86400,1989,1513  MOHAWK TRL, MADISON, TN
3,3,250000,1997,2317  SPRING BRANCH DR, MADISON, TN
3,1,144000,1959,717  HAMBLEN DR, MADISON, TN
3,2,121500,1979,1128  NELSON DR, MADISON, TN
4,2,60000,1979,248  SLAYTON DR, MADISON, TN
3,2,121000,1986,117  OAK PARK LN, MADISON, TN
2,2,58500,1981,122 A  MCKINLEY ST, MADISON, TN
2,1,75000,1968,309  DINWIDDIE DR, MADISON, TN
3,3,89900,1985,532  AMQUIWOOD CT, MADISON, TN
3,1.5,144100,1958,809  NESBITT LN, MADISON, TN
3,2,177000,1960,106  MORNINGVIEW CT, MADISON, TN
3,2,125900,1987,404  AMQUIWOOD CT, MADISON, TN
4,2,168500,1947,500  PIMA RD, MADISON, TN
3,2,124900,2013,241  LOVELL ST, MADISON, TN
4,2,215000,1957,907  CHADWELL DR, MADISON, TN
2,1,55000,1957,817  GIBSON DR, MADISON, TN
3,2,165000,1955,1001  GIBSON DR, MADISON, TN
3,1,118000,1948,517  IDLEWILD AVE, MADISON, TN
2,1,53800,1960,901  HOSPITAL DR, MADISON, TN
3,2,125500,1955,616  LARKIN SPRINGS RD, MADISON, TN
2,1,89000,1945,105  SANITARIUM RD, MADISON, TN
3,2,119900,1987,1544  MEADOW BEND DR, MADISON, TN
2,1.5,197900,1940,1244  FERNBANK DR, MADISON, TN
3,2,151500,1988,1521  JOE PYRON DR, MADISON, TN
4,2,30000,2014,107  RHINE DR, MADISON, TN
4,2,180000,1983,701 A  OLD DUE WEST AVE, MADISON, TN
4,2,180000,1983,703 A  OLD DUE WEST AVE, MADISON, TN
2,1,85000,1968,307  DINWIDDIE DR, MADISON, TN
3,1,116000,1967,303  AURORA AVE, MADISON, TN
4,2,170000,1965,418  E CAMPBELL RD, MADISON, TN
3,3,191000,1962,724  S SUMMERFIELD DR, MADISON, TN
3,2,157000,1955,952  SNOW AVE, MADISON, TN
2,1,80000,1950,205  CUMBERLAND AVE, MADISON, TN
2,1,65000,1920,404  DELAWARE AVE, MADISON, TN
3,2,110000,1955,145  RIO VISTA DR, MADISON, TN
2,1,48000,1926,338  MAPLE ST, MADISON, TN
4,2,164750,1955,419  BARBARA DR, MADISON, TN
3,1.5,120000,1951,412  DUE WEST AVE, MADISON, TN
3,2,125000,2000,400  INDIAN TRL, MADISON, TN
2,1,50000,1948,160  HARRINGTON AVE, MADISON, TN
4,1,113000,1945,226  NEELYS BEND RD, MADISON, TN
3,1,105000,1950,837  WALNUT ST, MADISON, TN
2,1,96500,1951,728  TAHLENA AVE, MADISON, TN
4,2,140000,1966,640  CANTON PASS, MADISON, TN
3,1.5,172500,1957,1214  BERWICK TRL, MADISON, TN
3,2,147000,1987,205  CHESTERTON CT, MADISON, TN
3,2,110000,1989,617  BRENTMEADOW CIR, MADISON, TN
3,2,130000,1935,1606  HUDSON RD, MADISON, TN
4,3,406000,2000,1835  HUDSON RD, MADISON, TN
2,2,230000,1981,219  CUMBERLAND HILLS DR, MADISON, TN
3,1,133000,1958,923  WOODS LAKE DR, MADISON, TN
3,1,99495,1959,1009  N GRAYCROFT AVE, MADISON, TN
3,1,153000,1959,1003  N GRAYCROFT AVE, MADISON, TN
4,2,117500,1980,304  SLAYTON DR, MADISON, TN
2,1,136000,1959,119  SHEPHERD HILLS DR, MADISON, TN
3,2,144400,1963,2105  PAULA DR, MADISON, TN
3,2,190000,1964,2121  PAULA DR, MADISON, TN
4,3,329000,1972,405  CUMBERLAND HILLS DR, MADISON, TN
3,1.5,122000,1963,206  W MONTICELLO AVE, MADISON, TN
3,2,150000,1959,918 A  N GRAYCROFT AVE, MADISON, TN
3,2,195000,1940,121  W MARTHONA RD, MADISON, TN
3,1,115000,1959,615  GIBSON DR, MADISON, TN
3,2,135000,1937,300  GARNER AVE, MADISON, TN
4,2,97000,1981,811  BIXLER AVE, MADISON, TN
3,2,118500,1946,930  SNOW AVE, MADISON, TN
3,1,76000,1950,305  MYATT DR, MADISON, TN
3,2,80000,1950,208  MYATT DR, MADISON, TN
3,2,104900,1979,905  MALLOW DR, MADISON, TN
3,1.5,83000,1976,1036  CHEYENNE BLVD, MADISON, TN
5,4,270000,1965,1611  SAUNDERS AVE, MADISON, TN
3,1,52000,1948,332  HARRIS ST, MADISON, TN
2,2,120000,1940,883  IDLEWILD DR, MADISON, TN
3,1.5,138000,1958,1002  JASPERSON DR, MADISON, TN
3,2,150000,1970,566  PUEBLO DR, MADISON, TN
3,2,149900,1973,1292  CHEYENNE BLVD, MADISON, TN
3,2,129000,1989,809  TAMARACK  S, MADISON, TN
3,3,187500,1962,721  VANOKE DR, MADISON, TN
3,2,160000,1958,902  APPLE VALLEY RD, MADISON, TN
3,2,145000,1976,1245  N GRAYCROFT AVE, MADISON, TN
2,2,129000,1983,1150  N GRAYCROFT AVE, MADISON, TN
3,2,160000,1965,2125  E HILL DR, MADISON, TN
3,3,238000,1972,351  CUMBERLAND HILLS DR, MADISON, TN
4,2,132000,1959,316  SHEPHERD HILLS DR, MADISON, TN
3,2,173500,1960,100  GRAYCROFT CT, MADISON, TN
3,2,230000,1960,808  N GRAYCROFT AVE, MADISON, TN
2,1,142900,1959,1007  HIGHLAND CIR, MADISON, TN
3,2,144000,1988,408  AMQUIWOOD CT, MADISON, TN
2,1.5,139000,1952,433  CHARLES DR, MADISON, TN
4,2,245000,1961,127  S GRAYCROFT AVE, MADISON, TN
3,2,185000,1955,217  W MARTHONA RD, MADISON, TN
2,2,80000,1997,1208  SYLVIA DR, MADISON, TN
2,1,96000,1963,706  BIXLER AVE, MADISON, TN
2,1,60000,1954,107  GARNER AVE, MADISON, TN
3,1,107777,1966,705  ANDERSON LN, MADISON, TN
3,1,85000,1971,262  BECKLEA DR, MADISON, TN
3,1,84050,1972,230  MAY DR, MADISON, TN
3,1,78000,1952,509  DUPONT AVE, MADISON, TN
3,2,25000,2014,114  MCARTHUR DR, MADISON, TN
2,1,55000,1945,136  LANIER DR, MADISON, TN
3,1.5,56000,1935,217  LARKIN SPRINGS RD, MADISON, TN
0,0,150000,1965,108  EAGAN CIR, MADISON, TN
3,1.5,96000,1957,819  GIBSON DR, MADISON, TN
2,1,116000,1930,226  EMMITT AVE, MADISON, TN
4,1,106900,1945,716  BLACKSTONE AVE, MADISON, TN
2,1.5,90000,1986,524  KINSEY BLVD, MADISON, TN
3,1.5,112000,1986,450  KINSEY BLVD, MADISON, TN
2,1,62500,1940,1104  PETER PAN ST, MADISON, TN
3,2,145000,1973,1264  CHEYENNE BLVD, MADISON, TN
4,2,170000,1964,1405  NEELYS BEND RD, MADISON, TN
3,1,150000,1959,937  DUE WEST VALLEY DR, MADISON, TN
3,2,105000,1950,905 A  DUE WEST AVE N, MADISON, TN
3,1,98500,1960,212  ALTA LOMA RD, MADISON, TN
2,1,86000,1967,1417  BAIN DR, MADISON, TN
3,2.5,215000,1955,601  OLD HICKORY BLVD, MADISON, TN
2,1,70000,1955,705  BIXLER AVE, MADISON, TN
3,2,110000,1955,707  BIXLER AVE, MADISON, TN
3,2,25000,2015,336  ANDERSON LN, MADISON, TN
4,1,112000,1948,323  CUMBERLAND AVE, MADISON, TN
3,2,103000,2002,131  RIO VISTA DR, MADISON, TN
4,3,385000,1997,108  LAKEWOOD DR, MADISON, TN
2,1,128900,1952,419  CHADWELL DR, MADISON, TN
3,1,60000,1945,317  HARRIS ST, MADISON, TN
2,1,64000,1945,228  HARRIS ST, MADISON, TN
2,1,93000,1957,734  IDLEWILD DR, MADISON, TN
1,1,60000,1945,516  KINSEY BLVD, MADISON, TN
4,2,160000,1986,1024  RED BUD TER, MADISON, TN
4,2,160000,1985,1028  RED BUD TER, MADISON, TN
4,2.5,159900,1967,1225  NEELYS BEND RD, MADISON, TN
3,2,128000,1970,1241  APACHE LN, MADISON, TN
3,2,110900,1989,605  BRENTMEADOW CIR, MADISON, TN
4,2,200000,1969,1633  PAWNEE TRL, MADISON, TN
3,2,88800,1989,1542  OCOEE TRL, MADISON, TN
3,1,385000,1950,915  OLD HICKORY BLVD, MADISON, TN
3,2,165000,1956,311  KEMPER DR S, MADISON, TN
3,2,70345,1953,925  DUE WEST AVE N, MADISON, TN
3,2,61000,1997,803  DUE WEST AVE N, MADISON, TN
3,1.5,145000,1958,904  APPLE VALLEY RD, MADISON, TN
3,1.5,181900,1965,811  E CAMPBELL RD, MADISON, TN
4,2,90000,1981,1137  N GRAYCROFT AVE, MADISON, TN
3,3,170000,1998,608  MONTICELLO CT, MADISON, TN
3,2,159900,1958,924  WOODS LAKE DR, MADISON, TN
2,1,125000,1959,913  N GRAYCROFT AVE, MADISON, TN
4,3.5,263000,1962,713  S SUMMERFIELD DR, MADISON, TN
